idx,songname,writer,Songname
11840,刹那的永恒,天羽回旋~,SNDYH
11841,夙愿,liuzhuan,Y
11842,凤舞春光,xyaohh,FWCG
11843,假使,无奈,JS
11844,白十字音乐2,吴大鹏,BSZYL2
11845,回忆的寄托,我不是肖邦,HYDJT
11846,心情笔记――第四首,梦的世界,XQBJDDDSS
11847,即兴一曲~献给在高考的学长..加油~！！！,D.day,JXYQ_XGZGKDXC__JY____
11848,我们已经长大（郑立峰演唱）,建峰,WMYJCD_ZLFYC_
11849,35秒o聊系列：蔚难},jokefire,MoLXL_WN_
11850,单三,Ina,DS
11851,酒疯之曲,PARROT186,JFZQ
11852,遥遥无期,听香,YYWQ
11853,The Sixth,Dela Xiang,The_Sixth
11854,Final war(悲哀版）,大头Grace,Final_war_BAB_
11855,Dream-Start,ivwslbdiaqg,Dream_Start
11856,大V  星象x,影视,DV__XXx
11857,我疯了,梦的世界,WFL
11858,（纹）我不算,听香,W_WBS
11859,晴暖人间,极地羽翼,QNRJ
11860,随风飘落,n.S_◇L,SFPL
11861,过错,a494742064,GC
11862,在WOW吧中的一逄,升c小调,ZWOWBZDY_
11863,黑色风衣,琳琅,HSFY
11864,闪烁,李羽,SS
11865,追忆的流逝,leeyang521,ZYDLS
11866,天鹅,C.SAINT-SAENS(圣。桑斯）,TE
11867,[黑淌II]xく空の静寂には,尾浦游纪,HTII_x_K_JJ__
11868,心情,沉梦、听风,XQ
11869,金色年华主题队歌,萧晓军,JSNHZTDG
11870,如果快乐,啊西,RGKL
11871,~~~丝雨~~~,bomjiu,SY___
11872,没人知道我的痛苦（大汤3）,约翰·汤普森,MRZDWDTK_DT3_
11873,对你的倾诉,Gx丶黑白,DNDQS
11874,d小调琶音 考级,考级曲目,DXDPY_KJ
11875,似流水，苦了谁,南宫月昕,SLS_KLS
11876,Future,陈桢,Future
11877,秋水,中国名曲,QS
11878,宁静的夜,莫殇,NJDY
11879,幻想世界1,ezyhdxm,HXSJ1
11880,快乐的舞曲,朱槿,KLDWQ
11881,没有你的日子,夜猫儿,MYNDRZ
11882,震动的大地,mhh,ZDDDD
11883,小石潭记,HinamuriAmu,XSTJ
11884,5-琶音- bA大调琶音 考级,考级曲目,PY__bADDPY_KJ
11885,La Forte Enchantee,Alain Morisod,La_Forte_Enchantee
11886,9A1F,2R,A1F
11887,心声,phagen,XS
11888,走廊,尼柯,ZL
11889,月光独白,飞雪凋零,YGDB
11890,清水,光良,QS
11891,9-F大调音阶 考级,考级曲目,FDDYJ_KJ
11892,真的累了,零o。,ZDLL
11893,花,Strewart,H
11894,魔女的修行,Lonice,MNDXX
11895,卡农最简版C,佚名,KNZJBC
11896,这个冬天没有人舍得离开,E大调的天空,ZGDTMYRSDLK
11897,心痕（灰色九月）,zzq61974,XH_HSJY_
11898,蝴蝶的眼泪,吴越,HDDYL
11899,Lake-Dream,ivwslbdiaqg,Lake_Dream
11900,森梦奇缘-日食,升c小调,SMQY_RS
11901,The Entertainer（完整版）,拉格泰姆-Scott Joplin,The_Entertainer_WZB_
11902,秒速五厘米 End Theme,动漫影视,MSWLM_End_Theme
11903,My love -蓝的调编配版,westlife - 西城男孩,My_love__LDDBPB
11904,生日快乐歌,世界名曲,SRKLG
11905,My Prayer（我的祈祷）,Devotion,My_Prayer_WDQD_
11906,sorry，sorry （钢琴版，Super Junior）,super junior,Sorry_sorry__GQB_Super_Junior_
11907,The rain (mother),久石让,The_rain__mother_
11908,约翰.汤普森简易钢琴教程1（小汤1）_18扬基歌,约翰 . 汤普森,YH_TPSJYGQJC1_XT1__18YJG
11909,刀剑神域ED2.Overfly,春奈露娜,DJSYED2_Overfly
11910,Let it be,欧美日韩,Let_it_be
11911,温情阳光,心の瑶琴,WQYG
11912,神秘园首张唱片全收录(08 Heartstrings),神秘园,SMYSZCPQSL_08_Heartstrings_
11913,又到九月,alizee,YDJY
11914,梦想.飞翔,兔子,MX_FX
11915,流水--前奏曲,梦的世界,LS__QZQ
11916,永恒三班（死蠢班歌OTZ）,上弦华月,YHSB_SCBGOTZ_
11917,贝多芬12首小步舞曲 (no.9),贝多芬,BDF12SXBWQ__no_9_
11918,洒脱,Love-Weih,ST
11919,无标题,1993225,WBT
11920,泪与成殇,恋泽,LYC_
11921,Say goodbye to night,崔寻,Say_goodbye_to_night
11922,心情笔记――第三首,梦的世界,XQBJDDDSS
11923,月光下的广场,琴辉,YGXDGC
11924,Our Same World,Yiruma,Our_Same_World
11925,桑葚之歌,OK贴,S_ZG
11926,月色沉沦,溅泪,YSCL
11927,中国象棋rearrange,游戏,ZGXQrearrange
11928,星梦之旅,lidekai4535030,XMZL
11929,异度传说 周杰伦,周杰伦,YDCS_ZJL
11930,小曲,狂热的橘子,XQ
11931,我心中的名字,影视,WXZDMZ
11932,天使(钢琴2),圆圆怕蚊子,TS_GQ2_
11933,心情笔记――第五首,梦的世界,XQBJDDDWS
11934,不准分手,blackfrog,BZFS
11935,练习的时候,@一,LXDSH
11936,月炎,月炎,YY
11937,《圣斗士星矢》神秘小宇宙,圣斗士星矢,SDSXS_SMXYZ
11938,泪水的舞步,吴越,LSDWB
11939,只要有爱,翻过墙头寻红杏,ZYYA
11940,舟置碧水乡,血腥残阳,ZZBSX
11941,有一天，我很,aqtq314,YYT_WH
11942,改编《空留念》,嗜血的蝴蝶姬Y,GB_KLN_
11943,【原创】平秋.水月,微尘.冥殇,YC_PQ_SY
11944,今生前世的樱花,影子.灵魂,JSQSDYH
11945,Moon Light,S.E.N.S,Moon_Light
11946,Legend,车尔尼-Czerny,Legend
11947,虹(第二章.欢乐橙色）,QQcandy,H_DEZ_HLCS_
11948,Known in Tears――c髯髌,c鳎ㄔ人）,Known_in_TearsDDc__
11949,Fall in love with moon 【恋月】 完整版,t雪、轻描淡写,Fall_in_love_with_moon__LY__WZB
11950,殇花落地,小狼11,HLD
11951,哈农钢琴练指法39（E大调音阶）,哈农,HNGQLZF39_EDDYJ_
11952,right for her,swenl,Right_for_her
11953,DTchildren's day,pianohood,DTchildren_s_day
11954,宁静的下午,弗兰克,NJDXW
11955,滴水之情（古ζ孀T音罚,动漫影视,DSZQ_G__TYF
11956,忧伤,胡文静,YS
11957,~喜欢雨~,圣,XHY_
11958,La Forte Enchantee 修改版,Alain Morisod,La_Forte_Enchantee_XGB
11959,一分钟前奏曲,EdwardLeon,YFZQZQ
11960,爱的足迹,水光の涟漪,ADZJ
11961,进阶练习曲第一首,=Ashitaka=,JJLXQDYS
11962,圆舞曲,幻影@,YWQ
11963,Go tell Aunt Rhody,Go tell Aunt Rhody,Go_tell_Aunt_Rhody
11964,Tears,白日梦,Tears
11965,突然分开,雁卿,TRFK
11966,Spring,张一益,Spring
11967,La Vida Sin Amor,IL DIVO,La_Vida_Sin_Amor
11968,初冬,弗兰克,CD
11969,怒族人家,杨江,NZRJ
11970,零れ落ちる,动漫影视,L_L__
11971,我是爱情海,宇文宣德,WSAQH
11972,剑心,张杰,JX
11973,5 minutes,Dela Xiang,Minutes
11974,屈原.祭,zhangyunye,QY_J
11975,小舞会,prince664592,XWH
11976,绿头苍蝇,弗兰克,LTCY
11977,粤风.赛龙舟,追梦人,YF_SLZ
11978,风之精灵,乐侠,FZJL
11979,落阳,影视,LY
11980,Explain,血腥残阳,Explain
11981,随想.天津印象,蓝幻影麒麟,SX_TJYX
11982,春的微笑(一),小孙,CDWX_Y_
11983,即兴小品――燃,侯田园,JXXPDDR
11984,美丽的彩虹,hardy419,MLDCH
11985,满是落寞,Araneida,MSLM
11986,雨中的诗,雨的泪,YZDS
11987,原硎敲滥兄黝}曲,韩日剧,Y_QLX__Q
11988,上海滩（主题曲）,佚名,SHT_ZTQ_
11989,舞步,Fenny,WB
11990,清凉一夏 cool summer ,thisisit2009,QLYX_cool_summer_
11991,不能说的秘密插曲-2,周杰伦,BNSDMMCQ_2
11992,梦幻深海前奏曲,猫フォックス,MHSHQZQ
11993,妹妹,飞腾哈哈,MM
11994,#5 Nocturn - Tranquility,AlfredAria,Nocturn___Tranquility
11995,肖邦 - 第一钢琴协奏曲 第二乐章,肖邦,XB___DYGQXZQ_DELZ
11996,御风使,覃芸儿,YFS
11997,雨落繁花.第二章,晓灬Guan,YLFH_DEZ
11998,Fate/Zero-満天-修正版,梶浦由记/Kalafina,Fate_Zero_H_XZB
11999,窗前的风铃（变奏曲）,Ku.Klux.Klan,CQDFL_BZQ_
12000,QQT――野外,未知,QQTDDYW
12001,梦幻前奏曲,幻影@,MHQZQ
12002,第一号圆舞曲改夜曲――情人离,ad1ad12,DYHYWQGYQDDQRL
12003,一个人的狂欢,E大调的天空,YGRDKH
12004,梦中的爱人,郑,MZDAR
12005,摇动全世界,吴越,YDQSJ
12006,迷Fの海,极地羽翼,MF_H
12007,快乐吗？,雪夜赏菊,KLM_
12008,幽灵之曲,小孙,YLZQ
12009,月之梦,快乐甜筒,YZM
12010,千年回望,风花雨露,QNHW
12011,世上只有妈妈好,林国雄,SSZYMMH
12012,孤单心事（弹唱版，蓝又时）,蓝又时,GDXS_DCB_LYS_
12013,拥抱（五月天）,五月天,YB_WYT_
12014,烛光里的妈妈（钢琴版）,毛阿敏,ZGLDMM_GQB_
12015,雨滴前奏曲,肖邦-chopin,YDQZQ
12016,女儿情,影视,NEQ
12017,Everytime You Kissed Me,动漫影视,Everytime_You_Kissed_Me
12018,Viva la vida（钢琴独奏谱，Coldplay）,Coldplay,Viva_la_vida_GQDZP_Coldplay_
12019,dance to the death,世界名曲,Dance_to_the_death
12020,拜厄钢琴基本教程 NO.59（拜厄练习曲，第59条）,拜厄,BEGQJBJC_NO_59_BELXQ_D59T_
12021,压抑的生活,稳稳,YYDSH
12022,劝勉（钢琴版和提琴版）,世界名曲,QM_GQBHTQB_
12023,清凉夏日,DB,QLXR
12024,两只老虎,小小虫,LZLH
12025,悲伤の日暮记忆,as2134,BS_RMJY
12026,2分26秒的思念,言主任,F26MDSN
12027,夏小蕾_^,任才子,XXL__
12028,旋转记忆,血腥残阳,XZJY
12029,[天体鹗]膝慰谔族,动漫影视,TT__XW_Z
12030,萨威圆舞曲,窨,SWYWQ
12031,进阶练习曲第二首,=Ashitaka=,JJLXQDES
12032,『风之恋』,天心琴,FZL_
12033,こいのうた,中岛优美,
12034,午夜征战,yishengyouni,WYZZ
12035,车尔尼599-070,车尔尼,CEN599_070
12036,赛尔号背景音乐,赛尔号,SEHBJYL
12037,拜厄钢琴基本教程 No.6 学生弹奏,拜厄,BEGQJBJC_No_6_XSDZ
12038,幸福的感动,心の瑶琴,XFDGD
12039,麦田,圆圆怕蚊子,MT
12040,残原 悲风,jeanjsk,CY_BF
12041,把泪水擦干,小沈阳,BLSCG
12042,《神秘园之歌》钢琴谱全集(07 Atlantia-vl),神秘园,SMYZG_GQPQJ_07_Atlantia_vl_
12043,Broadway Fantasy,Mazeppa秋涯,Broadway_Fantasy
12044,哈农基本练习（4、5指）-1,哈农,HNJBLX_4_5Z__1
12045,拜厄钢琴基本教程（NO.11）-教师弹奏,拜厄,BEGQJBJC_NO_11__JSDZ
12046,那些曾经,⒋⒍⒏⒐,NXZJ
12047,bB大调与g小调-中国音乐家协会钢琴考级  六级音阶（二）,未知,BBDDYgXD_ZGYLJXHGQKJ__LJYJ_E_
12048,G大调琶音 考级,考级,GDDPY_KJ
12049,boring,flyfire,Boring
12050,圣诞~~~,尼柯,SD___
12051,叫什么好呢——,五十岚 御（游髑恭）,JSMHN__
12052,心情记,heimoxing,XQJ
12053,欢聚,中国名曲,HJ
12054,那条马路,mizuya,NTML
12055,彩虹,周杰伦,CH
12056,流逝,消逝ｄｅ和弦,LS
12057,不知道,wizard0033,BZD
12058,回忆的旋律,泪,HYDXL
12059,这个冬季，没有雪,枫之馥,ZGDJ_MYX
12060,同样的梦 （乐队版）,俊俊,TYDM__LDB_
12061,搞搞震舞曲,冯歪,GGZWQ
12062,.... （With GEEK Piano and  GEEK Guitar）,佚名,With_GEEK_Piano_and__GEEK_Guitar_
12063,沙漠风暴中的勇士,swenl,SMFBZDYS
12064,encoded by 21st century media,未知分类,Encoded_by_21st_century_media
12065,忆,钢琴叫兽,Y
12066,星星河,升c小调,XXH
12067,在你身后,Chopinist,ZNSH
12068,OP10No7,肖邦-chopin,OP10No7
12069,凤霸天下,凤鸣,FBTX
12070,瓦洛多斯土耳其-爵士版（修正）,瓦洛多斯,WLDSTEQ_JSB_XZ_
12071,Kandyn,zhangyunye,Kandyn
12072,第一狂想曲,jerry5743,DYKXQ
12073,蓝---,dalixin753,L___
12074,The Genial Wind,诸葛祥,The_Genial_Wind
12075,长相知,石夫,CXZ
12076,幸福的憧憬,peterkingily,XFD__
12077,Endless ready,l.w.l.2030,Endless_ready
12078,巡礼.最后的夏日祭,花之祭,XL_ZHDXRJ
12079,教室,召唤师是我,JS
12080,ヴォヤージュ１９６９,东方,
12081,梦回怨,小枫吹,MHY
12082,断章,莫殇,DZ
12083,幻想世界3,ezyhdxm,HXSJ3
12084,中国民歌儿童钢琴曲集102首(050 Dance of the Youth),未知,ZGMGETGQQJ102S_050_Dance_of_the_Youth_
12085,泪水,~雨,LS
12086,琶音-bB 小调减七和弦琶音 考级,考级曲目,PY_bB_XDJQHXPY_KJ
12087,Happy Life,eggming,Happy_Life
12088,简单就好,王小特,JDJH
12089,蒲公英原野,动漫影视,PGYYY
12090,钢琴小品,天云,GQXP
12091,郅纷婴,RURUTIA,FY
12092,希望,动漫影视,XW
12093,倪晨,■■■■男巫,NC
12094,下雪的时候,北海一隅GYF,XXDSH
12095,闻笛赋,512512,WDF
12096,致雪莱,zanta,ZXL
12097,太原五中223班班歌,橙色伴奏,TYWZ223BBG
12098,胜利的花遍满地Op7.x （纪念华诞60周年）,jerry5743,SLDHBMDOp7_x__JNHD60ZN_
12099,Life In Sweden,chk,Life_In_Sweden
12100,秘密,影视,MM
12101,思恋之-与你有约,meiqiao520,SLZ_YNYY
12102,Introduction,动漫影视,Introduction
12103,黄昏下的爱恋(“爱”主题三部曲之三）Op.1.1-3(080226-0301),jerry5743,HHXDAL__A_ZTSBQZS_Op_1_1_3_080226_0301_
12104,原磉@才是真的你,王心凌,Y__CSZDN
12105,露,wangwang112233,L
12106,生活告诉我,吴越,SHGSW
12107,southren all stars,S.H.E,Southren_all_stars
12108,枚,飞腾哈哈,M
12109,≮序.．≯,言主任,X___
12110,秋窗听雨,王振,QCTY
12111,中国红,音乐作坊,ZGH
12112,日记的一页,哈迪,RJDYY
12113,琉璃河畔的思念,万千里,LLHPDSN
12114,心情日记,就会一个调,XQRJ
12115,追梦,飞舞的旋律儿,ZM
12116,无调的旋律,莫殇,WDDXL
12117,妈妈的话-（完美总谱版――专心制谱）,周杰伦,MMDH__WMZPBDDZXZP_
12118,单车的快乐,gdxx5220,DCDKL
12119,crazy rock,未知分类,Crazy_rock
12120,Dance of elegant ghost,EdwardLeon,Dance_of_elegant_ghost
12121,疼痛爱情 《继承者们》,李敏镐,TTAQ__JCZM_
12122,半城烟沙（附歌词）,许嵩,BCYS_FGC_
12123,恩典之路（弹唱版）,赞美之泉,EDZL_DCB_
12124,小白菜 考级,不详,XBC_KJ
12125,绿岛小夜曲,周.萍,LDXYQ
12126,霍比特人钢琴谱合集,霍比特人,HBTRGQPHJ
12127,超越时空的思念(总谱),犬夜叉,CYSKDSN_ZP_
12128,bebu silvette‘s piano （爱情公寓2）,影视,Bebu_silvette_s_piano__AQGY2_
12129,萤火虫,小蓓蕾组合,YHC
12130,春舞,孙以强,CW
12131,心海探秘（为北大09级心理系而作）,DB,XHTM_WBD09JXLXEZ_
12132,出发,JackyYu,CF
12133,山路路长来山路路弯,音乐作坊,SLLCLSLLW
12134,情深深雨蒙蒙,赵薇,QSSYMM
12135,淡.愁,天羽回旋~,D_C
12136,妈妈在呼唤,黑键,MMZHH
12137,9-f和声小调音阶 考级,考级曲目,FHSXDYJ_KJ
12138,F-D回旋曲Op.1,.伊dên,F_DHXQOp_1
12139,两极,尬哥,LJ
12140,殇花落地（完整版）,小狼11,HLD_WZB_
12141,狂想曲-涟漪,升c小调,KXQ_L_
12142,沉默忧伤,飞腾哈哈,CMYS
12143,喜悦,jejeme,XY
12144,黄昏的歌,未知,HHDG
12145,Waiting,快乐甜筒,Waiting
12146,雨落繁花.第一章,晓灬Guan,YLFH_DYZ
12147,草莓的味道,维维,C_DWD
12148,Paino,Yiruma,Paino
12149,spring water,逍遥,Spring_water
12150,灵魂的旗帜,飞腾哈哈,LHDQZ
12151,IF TIME,寂寞刻度,IF_TIME
12152,魂之挽歌,E大调的天空,HZWG
12153,静置,jiguang287,JZ
12154,9-E大调音阶 考级,考级曲目,EDDYJ_KJ
12155,fate/zero-grief,梶浦由记,Fate_zero_grief
12156,Celestial Night,须釜俊一,Celestial_Night
12157,奶茶杯旁的草莓,~无限~,NCBPDC_
12158,杰里科之役,影视,JLKZY
12159,おをひとわかししよう,动漫影视,
12160,给大家写一个闹铃3,nicky,GDJXYGNL3
12161,雨夜,蓝幻影麒麟,YY
12162,湖光,DerinChiu,HG
12163,琵琶女,凤鸣,PPN
12164,回忆那一天,PianoYZ,HYNYT
12165,d-grayman  背景4,动漫影视,D_grayman__BJ4
12166,五色彩石-梦回长安,Dr_Hope,WSCS_MHCA
12167,小汤第一册上(08侏舞曲),约翰 . 汤普森,XTDYCS_08_WQ_
12168,贝多芬12首小步舞曲 (no.3),贝多芬,BDF12SXBWQ__no_3_
12169,星条旗永不落,苏萨,XTQYBL
12170,Simple Wishes,莫殇,Simple_Wishes
12171,Tragedy  悲剧,釜俊一,Tragedy__BJ
12172,《为了谁》祖海-伴奏谱,祖海,WLS_ZH_BZP
12173,UNMEINOYORU,动漫影视,UNMEINOYORU
12174,漫步瓦尔登湖,梦的世界,MBWEDH
12175,爱的回声,Jenny,ADHS
12176,《鹅妈妈-2-小拇指（四手联弹）》-拉威尔,拉威尔,EMM_2_XMZ_SSLD___LWE
12177,原创音乐 一小段,zergyyl,YCYL_YXD
12178,温柔的瞬间,韩家荣,WRDSJ
12179,花落,王子军―艺,HL
12180,Feeling in the night,E大调的天空,Feeling_in_the_night
12181,铭秋.冷梦,微尘.冥殇,MQ_LM
12182,暇逸的情人节,g小调瓶子,XYDQRJ
12183,哥俩好,尼柯,GLH
12184,你走以后【《呼吸》纯钢琴版】,吴越,NZYH__HX_CGQB_
12185,纠结的爱情,梦的世界,JJDAQ
12186,一生的传奇,每一天,YSDCQ
12187,Turning Page (Sleeping At Last),CURTIS O'NEL,Turning_Page__Sleeping_At_Last_
12188,虎年乐,jejeme,HNL
12189,悦耳的歌声,德国民歌,YEDGS
12190,自强不息(合唱),jejeme,ZQBX_HC_
12191,每一天,钢琴叫兽,MYT
12192,回不来的时间,动漫影视,HBLDSJ
12193,无题,贤飘零枫,WT
12194,内心の波浪,SilverRay,NX_BL
12195,临安水岸,宝贝宅,LASA
12196,孩子们的哈农琴谱完整版（基本练习全部5个手指）,未知,HZMDHNQPWZB_JBLXQB5GSZ_
12197,失落的心,Gx丶黑白,SLDX
12198,无题,流风遗韵,WT
12199,中国民歌儿童钢琴曲集102首(052 Coloured Frog),未知,ZGMGETGQQJ102S_052_Coloured_Frog_
12200,红叶飞舞的金秋,小枫吹,HYFWDJQ
12201,一个人的旅程,jelly331,YGRDLC
12202,那些年,阚立文,NXN
12203,走,_很乖,Z
12204,梦幻,ES。,MH
12205,离别,makang1998,LB
12206,草原,小孙,CY
12207,Waiting for the Fall,Isaac Shepard,Waiting_for_the_Fall
12208,苦恼的水瓶,听香,KNDSP
12209,谜之少女Xost4 奇妙な夢,ok492633645,MZSNXost4_QM_
12210,翻身的日子,李云迪,FSDRZ
12211,摇滚天性,血腥残阳,YGTX
12212,Miss and lose,jerry5743,Miss_and_lose
12213,鼓声乱舞,灼乐、,GSLW
12214,歌八百壮士,影视,GBBZS
12215,好贪心,音乐消逝,HTX
12216,小布熊,分手练,XBX
12217,想不起,维也纳之子,XBQ
12218,爱的泪滴,琳琅,ADLD
12219,那些记忆,追梦人,NXJY
12220,心琴泪,xin_qin,XQL
12221,偏,仙剑奇侠传,P
12222,悲伤氛围,lyjai770,BSFW
12223,天堂之夜,@一,TTZY
12224,婷之歌,FXT，阎哥,ZG
12225,如梦初醒,宇文宣德,RMCX
12226,杯中影(jerry改编作品),中国名曲,BZY_jerryGBZP_
12227,#f小调音阶 考级,考级,FXDYJ_KJ
12228,《暗与帽子与书之旅人》~月,多田彰文,AYMZYSZLR__Y
12229,雨后天晴(改),Bach,YHTQ_G_
12230,梦想时光,飞腾哈哈,MXSG
12231,海阔天空（Beyond，弹唱版钢琴谱）,Beyond,HKTK_Beyond_DCBGQP_
12232,金玉良缘（电视剧《金玉良缘》片尾曲）,李琦,JYLY_DSJ_JYLY_PWQ_
12233,后会无期（邓紫棋，电影同名主题曲）,邓紫棋,HHWQ_DZQ_DYTMZTQ_
12234,贝多芬月光奏鸣曲第三乐章,贝多芬,BDFYGZMQDSLZ
12235,马航去的地方（为马航的所有人祈福）,马健南,MHQDDF_WMHDSYRQF_
12236,Apologize（完美钢琴版）,One Republic,Apologize_WMGQB_
12237,Tara Day By Day 钢琴谱,tara,Tara_Day_By_Day_GQP
12238,River flows in you（Live版）,Yiruma,River_flows_in_you_LiveB_
12239,雪绒花（美妙的和声版）,理查德.罗杰斯,XRH_MMDHSB_
12240,信仰之名（预告片背景音乐）,TFBoys,XYZM_YGPBJYL_
12241,小手拉大手,梁静茹,XSLDS
12242,雨中漫步, ,YZMB
12243, Libertango 自由探戈（双钢琴版，Astor Piazzolla 皮亚佐拉）,Astor Piazzolla 皮亚佐拉,Libertango_ZYTG_SGQB_Astor_Piazzolla_PYZL_
12244,唯一（shadow7简易版）,王力宏,WY_shadow7JYB_
12245,天空之城单簧管长笛重奏,久石让,TKZCDHGCDZZ
12246,失恋进行曲,小坤,SLJXQ
12247,天梯,C AllStar,TT
12248,我们的纪念（放羊的星星插曲，钢琴版）,影视,WMDJN_FYDXXCQ_GQB_
12249,三套车,彼得.格鲁波基,STC
12250,约翰.汤普森简易钢琴教程2（小汤2）_07钟声响了,约翰.汤普森,YH_TPSJYGQJC2_XT2__07ZSXL
12251,爱诠释的夜（前篇）,星星,A_SDY_QP_
12252,深情的思念,伏曦,SQDSN
12253,渔村之诗(第一章：渔村暮),流行追梦人,YCZS_DYZ_YCM_
12254,神秘园首张唱片全收录(08 Heartstrings-vl),神秘园,SMYSZCPQSL_08_Heartstrings_vl_
12255,子夜作.雨露,musicworld,ZYZ_YL
12256,蜻蜓进行曲,小乐痴,JXQ
12257,Worth living-Tomoyo,动漫影视,Worth_living_Tomoyo
12258,贝多芬12首小步舞曲 (no.6),贝多芬,BDF12SXBWQ__no_6_
12259,Time leave,asd583409211,Time_leave
12260,燎燎进行曲,joykuo,LLJXQ
12261,Garoh,未知分类,Garoh
12262,成人学钢琴－手指练习02,古道琴风,CRXGQ_SZLX02
12263,童趣-献给六年级二班,Ж飘逸的仙境Ж,TQ_XGLNJEB
12264,莫斯科郊外的晚上,佚名,MSKJWDWS
12265,ポニーテールとシュシュ 清新版,AKB48,QXB
12266,鬼泣4-out of darkness,鬼泣,GQ4_out_of_darkness
12267,随想曲,E大调的天空,SXQ
12268,小调华尔兹,搁浅、我的错,XDHEZ
12269,对不起，我不是新来的,梁梁,DBQ_WBSXLD
12270,忧伤三步曲,o0国轶0o,YSSBQ
12271,苏幕遮,Lonice,SMZ
12272,缓缓忧伤,梦的世界,HHYS
12273,before,琴☆归宿,Before
12274,幸福的地图-《千金百分百》主题曲,影视,XFDDT__QJBFB_ZTQ
12275,爱你,zzhdaxia1,AN
12276,快乐,拜厄,KL
12277,雨后,heimoxing,YH
12278,坦洲实验中学校歌,xxx,TZSYZXXG
12279,〃飘*~,PianoAce,P__
12280,莫扎特D大调钢琴奏鸣曲 K.311第一乐章,莫扎特,MZTDDDGQZMQ_K_311DYLZ
12281,练习曲 Op.001No.001,酷猫波斯,LXQ_Op_001No_001
12282,夜曲,dtyhjdh,YQ
12283,Abyss,Strewart,Abyss
12284,短叹曲,joker,DTQ
12285,201107,梁梁,
12286,埃及皇朝(完美版),飞腾哈哈,AJHC_WMB_
12287,西湖泪,薄荷草,XHL
12288,单恋,李辉,DL
12289,欢乐的舞者,分手练,HLDWZ
12290,《...》  ,Yiruma,
12291,江南夜已还,风花雨露,JNYYH
12292,舞台,薄书艺,WT
12293,毛加毛加森林,影视,MJMJSL
12294,}のアクエリオン,动漫影视,
12295,Passages,Kevin Kern,Passages
12296,the Dream,ezyhdxm,The_Dream
12297,Wakar no kioku,动漫影视,Wakar_no_kioku
12298,Happy Ice-Cream,快乐甜筒,Happy_Ice_Cream
12299,C小调随想曲,Jean,CXDSXQ
12300,转身,血腥残阳,ZS
12301,暗夜杀机,升c小调,AYSJ
12302,幼琳的泪,丁幼琳,YLDL
12303,无题,Jean,WT
12304,Farewell 2009,..零.,Farewell_2009
12305,冬の雨,shadow7,D_Y
12306,秋忆,∮→_∮,QY
12307,Star-Dream,ivwslbdiaqg,Star_Dream
12308,安静的想,梦的世界,AJDX
12309,玛丽有只小羔羊,？？？,MLYZXGY
12310,无题字版（修改版）,MusicsAngel,WTZB_XGB_
12311,老虎来啦（love来啦）,琳琅,LHLL_loveLL_
12312,无限的思念,弗兰克,WXDSN
12313,那阵风吹过(To MYT),快乐甜筒,NZFCG_To_MYT_
12314,top of the world,q321dfg2,Top_of_the_world
12315,夏の日,like7,X_R
12316,maybe（live版本）,yiruma,Maybe_liveBB_
12317,一些情绪,清晨很造孽,YXQX
12318,天使,维也纳之子,TS
12319,秋祭,影子.灵魂,QJ
12320,拨动生命,乐侠,BDSM
12321,一天晚上的即兴,popo265,YTWSDJX
12322,幸福很遥远,荆龙,XFHYY
12323,Move,竹昔,Move
12324,劳动永远光荣,牙佳车干,LDYYGR
12325,敲代码到深夜的随想,xiaoyi31415926,QDMDSYDSX
12326,秋日梦,悲雪痛,QRM
12327,stay in memory,李闰珉,Stay_in_memory
12328,Y咏d,mD,YYd
12329,爱的国度,V冲啊,ADGD
12330,昔日回声,~无限~,XRHS
12331,风的旋律,niuxiya,FDXL
12332,24-在花园里,24-在花园里.ove,ZHYL
12333,Two-Mix-リズムのメロディ`,动漫影视,Two_Mix__________
12334,学校的黑夜,PianoYZ,XXDHY
12335,春季之乐曲,大头Grace,CJZLQ
12336,缘,屏竹,Y
12337,夜风,夜―深蓝,YF
12338,风迹,星星,FJ
12339,愁得纠结,雪夜赏菊,CDJJ
12340,古墓祭品,火星人PP,GMJP
12341,剥离の灵魂-(完美版),.伊dên,BL_LH__WMB_
12342,跟随你走,jining,GSNZ
12343,Little Trinketry 《勇敢的心：世界大战》主页面BGM,Daniel Jacob Teper,Little_Trinketry__YGDX_SJDZ_ZYMBGM
12344,forget,Ｓòrγy.,Forget
12345,FAREWELL - ATOENMENT,Dario Marianelli,FAREWELL___ATOENMENT
12346,片刻回忆,小超199302,PKHY
12347,爱酷,meiqiao520,AK
12348,前世泪,∮→_∮,QSL
12349,一起唱出理想,每一天,YQCCLX
12350,爱恋的萌芽,爱恋的萌芽,ALDMY
12351,约翰.汤普森现代钢琴教程1（大汤1）_36西班牙的节日,约翰.汤普森,YH_TPSXDGQJC1_DT1__36XBYDJR
12352,&lt;不能说的秘密&gt;中的6首钢琴曲.(肖邦降Ｇ大调黑键练习曲),肖邦,Lt_BNSDMM_gt_ZD6SGQQ__XBJ_DDHJLXQ_
12353,夜的钢琴曲三十四（忘了我爱你，石进）,石进,YDGQQSSS_WLWAN_SJ_
12354,歌唱祖国（钢琴版）,中国名曲,GCZG_GQB_
12355,采茶扑蝶,世界名曲,CCPD
